frame,time_sec,people_count,track_id,x1,y1,x2,y2,centre_x,centre_y,distance_px,speed_px_per_second
2,0.066638,21,22,531.510864,253.870438,660.505310,292.464172,596.008087,273.167305,3.803356,114.150113
3,0.099957,21,1,932.796814,162.551285,1022.158386,213.760437,977.477600,188.155861,3.135391,94.102496
3,0.099957,21,2,982.734131,96.748314,1070.376587,148.759201,1026.555359,122.753757,2.885633,86.606489
3,0.099957,21,3,903.650757,230.140686,1006.313782,275.068542,954.982269,252.604614,1.382990,41.507693
3,0.099957,21,4,341.070770,190.994064,409.499146,243.118240,375.284958,217.056152,1.269902,38.113558
3,0.099957,21,5,695.130188,171.191589,760.184814,236.244781,727.657501,203.718185,1.416681,42.518860
3,0.099957,21,6,524.591553,21.031502,566.218079,86.808472,545.404816,53.919987,2.410485,72.345881
3,0.099957,21,7,1031.329590,206.176102,1142.750854,254.588486,1087.040222,230.382294,1.803197,54.119346
3,0.099957,21,8,278.666687,7.448459,348.193054,73.413742,313.429871,40.431100,1.148154,34.459532
3,0.099957,21,9,257.271118,236.757843,334.233246,287.488861,295.752182,262.123352,2.246530,67.425110
3,0.099957,21,10,766.212769,132.395432,825.109314,185.622894,795.661041,159.009163,0.543665,16.317008
3,0.099957,21,11,221.891006,185.861145,324.307861,239.098846,273.099434,212.479996,2.353280,70.628986
3,0.099957,21,12,257.739807,108.899651,333.252594,163.345261,295.496201,136.122456,2.778456,83.389798
3,0.099957,21,13,171.242767,26.063234,269.958557,83.903198,220.600662,54.983216,1.950055,58.527007
3,0.099957,21,14,1017.243408,160.641846,1129.762817,219.936386,1073.503113,190.289116,2.736807,82.139780
3,0.099957,21,15,385.473785,244.497208,445.441803,283.613495,415.457794,264.055351,2.440543,73.248015
3,0.099957,21,16,195.276321,69.984444,296.165253,126.525551,245.720787,98.254997,1.927023,57.835752
3,0.099957,21,17,1093.038940,39.646778,1175.857788,86.189064,1134.448364,62.917921,0.815595,24.478460
3,0.099957,21,18,488.155243,108.046204,532.517334,166.658524,510.336288,137.352364,4.168403,125.106265
3,0.099957,21,20,390.101379,131.768158,448.667053,181.808273,419.384216,156.788216,3.586051,107.628140
3,0.099957,21,21,5.779268,244.446548,141.499222,290.020935,73.639245,267.233742,6.927873,207.926253
3,0.099957,21,22,526.539612,253.562408,652.314758,291.338593,589.427185,272.450500,6.619825,198.680803
4,0.133276,20,1,930.485291,162.347687,1020.407227,213.780090,975.446259,188.063889,2.033423,61.029112
4,0.133276,20,2,979.723877,97.391045,1068.623047,150.072098,1024.173462,123.731571,2.574792,77.277227
4,0.133276,20,3,901.671448,229.490463,1005.765625,275.200195,953.718536,252.345329,1.290058,38.718510
4,0.133276,20,4,340.788483,192.141800,407.651031,242.676880,374.219757,217.409340,1.122227,33.681409
4,0.133276,20,5,693.610840,170.782990,759.106384,236.497543,726.358612,203.640266,1.301224,39.053642
4,0.133276,20,6,527.596985,20.596622,569.482361,86.385017,548.539673,53.490820,3.164098,94.964061
4,0.133276,20,7,1030.832031,207.219391,1141.208740,255.254807,1086.020386,231.237099,1.330698,39.938247
4,0.133276,20,8,277.440247,8.043611,347.323700,74.099144,312.381973,41.071377,1.228024,36.856689
4,0.133276,20,9,254.232056,235.340546,335.632111,289.130646,294.932083,262.235596,0.827744,24.843093
4,0.133276,20,10,765.114258,132.488831,824.152283,186.061905,794.633270,159.275368,1.061687,31.864397
4,0.133276,20,11,223.108414,185.028824,325.846771,238.707123,274.477592,211.867973,1.507943,45.257897
4,0.133276,20,12,260.626526,107.955658,337.329163,163.135574,298.977844,135.545616,3.529106,105.919047
4,0.133276,20,13,169.019211,26.074478,267.988647,84.086914,218.503929,55.080696,2.098998,62.997223
4,0.133276,20,14,1017.517639,162.127884,1126.929688,219.643219,1072.223663,190.885551,1.411640,42.367539
4,0.133276,20,15,383.397583,243.991501,443.149933,283.169891,413.273758,263.580696,2.235019,67.079638
4,0.133276,20,16,187.871536,70.626228,286.975708,126.816185,237.423622,98.721207,8.310253,249.415609
4,0.133276,20,17,1094.820068,40.932095,1176.043457,86.346344,1135.431763,63.639219,1.219567,36.602864
4,0.133276,20,20,392.149597,131.350418,451.268677,181.806641,421.709137,156.578529,2.334357,70.061068
4,0.133276,20,21,0.000000,242.621597,136.845352,289.317688,68.422676,265.969643,5.367545,161.096118
4,0.133276,20,22,521.805176,253.947144,644.519958,290.993011,583.162567,272.470078,6.264649,188.020896
5,0.166594,22,1,928.958496,163.260208,1017.528259,213.799301,973.243378,188.529755,2.251603,67.577356
5,0.166594,22,2,977.529907,97.989662,1067.556152,151.288712,1022.543030,124.639187,1.866032,56.005216
5,0.166594,22,3,900.630310,229.302536,1004.604919,275.171875,952.617615,252.237206,1.106218,33.200933
5,0.166594,22,4,340.192993,193.559998,405.575928,242.337143,372.884460,217.948570,1.440065,43.220663
5,0.166594,22,5,692.197388,170.215332,758.123108,236.760101,725.160248,203.487717,1.208035,36.256751
5,0.166594,22,6,531.200012,20.445875,573.508972,86.047638,552.354492,53.246757,3.822619,114.728254
5,0.166594,22,7,1030.594360,208.324844,1139.593994,255.872360,1085.094177,232.098602,1.264931,37.964376
5,0.166594,22,8,276.628723,8.114445,346.468384,73.730843,311.548553,40.922644,0.846587,25.408628
5,0.166594,22,9,252.651657,235.233276,334.740662,289.518494,293.696159,262.375885,1.243860,37.331982
5,0.166594,22,10,763.173706,132.941238,823.971008,188.558044,793.572357,160.749641,1.816320,54.513221
5,0.166594,22,11,227.682877,183.981247,325.760498,235.482758,276.721687,209.732002,3.098118,92.983810
5,0.166594,22,12,264.352081,107.576485,341.464844,162.808197,302.908463,135.192341,3.946462,118.445169
5,0.166594,22,13,165.678345,26.099453,264.722961,84.298203,215.200653,55.198828,3.305388,99.204601
5,0.166594,22,14,1016.715576,163.397888,1124.554688,219.941971,1070.635132,191.669930,1.771632,53.172002
5,0.166594,22,15,382.907074,244.696579,441.525604,283.250336,412.216339,263.973457,1.128005,33.854823
5,0.166594,22,17,1096.218262,41.169197,1177.636230,86.453812,1136.927246,63.811504,1.505375,45.180808
5,0.166594,22,20,392.754364,129.933563,453.084686,181.488129,422.919525,155.710846,1.489266,44.697349
5,0.166594,22,21,0.000000,241.471146,130.079239,287.500885,65.039619,264.486015,3.694079,110.870404
5,0.166594,22,22,515.315674,254.121780,635.907898,290.776306,575.611786,272.449043,7.550811,226.622477
5,0.166594,22,24,599.101196,137.425690,639.689514,188.516083,619.395355,162.970886,,
5,0.166594,22,25,529.070007,176.937256,640.201965,234.626968,584.635986,205.782112,,
5,0.166594,22,19,506.372681,109.471764,587.682373,166.111938,547.027527,137.791851,13.201431,99.053638
6,0.199913,24,1,927.446289,164.070663,1016.184937,214.657730,971.815613,189.364197,1.653725,49.633247
6,0.199913,24,2,975.621094,98.672562,1066.824463,152.639465,1021.222778,125.656013,1.666433,50.014666
6,0.199913,24,3,899.828674,228.941238,1003.256104,274.859100,951.542389,251.900169,1.126811,33.818991
6,0.199913,24,4,338.714722,194.789810,403.090027,242.056946,370.902374,218.423378,2.038163,61.171383
6,0.199913,24,5,690.619263,169.051392,756.965881,236.672729,723.792572,202.862061,1.503989,45.139219
6,0.199913,24,6,534.999146,20.135094,578.040710,85.525299,556.519928,52.830196,4.186213,125.640805
6,0.199913,24,7,1029.609131,209.083710,1138.575439,256.804047,1084.092285,232.943878,1.310831,39.341984
6,0.199913,24,8,275.810211,8.254227,345.940063,73.689224,310.875137,40.971725,0.675202,20.264850
6,0.199913,24,9,253.585022,238.798798,331.733337,290.144836,292.659180,264.471817,2.338431,70.183319
6,0.199913,24,10,759.697449,133.443237,823.182312,192.194916,791.439880,162.819077,2.971535,89.184674
6,0.199913,24,11,229.193558,182.385254,326.428528,233.798569,277.811043,208.091911,1.968907,59.092797
6,0.199913,24,12,266.950928,106.529533,346.121277,162.929367,306.536102,134.729450,3.657053,109.759137
6,0.199913,24,13,161.644958,26.015207,262.140198,85.300514,211.892578,55.657861,3.339771,100.236551
6,0.199913,24,14,1015.381470,164.526016,1123.369019,221.031235,1069.375244,192.778625,1.678250,50.369324
6,0.199913,24,15,381.879944,245.234299,441.004578,284.246674,411.442261,264.740486,1.089739,32.706329
6,0.199913,24,17,1097.893555,41.315876,1179.252563,86.290482,1138.573059,63.803179,1.645834,49.396417
6,0.199913,24,20,394.346893,128.933990,455.095917,181.074875,424.721405,155.004433,1.935405,58.087297
6,0.199913,24,21,0.000000,240.472168,127.573357,286.855743,63.786678,263.663956,1.498547,44.975895
6,0.199913,24,22,512.098755,253.952438,632.219421,290.845428,572.159088,272.398933,3.453061,103.636731
6,0.199913,24,24,596.840332,137.544067,637.548828,188.538040,617.194580,163.041054,2.201893,66.085428
6,0.199913,24,25,526.787598,177.396439,639.218018,235.751801,583.002808,206.574120,1.815089,54.476270
6,0.199913,24,26,346.262817,63.343613,471.709229,129.705963,408.986023,96.524788,,
6,0.199913,24,19,505.791443,108.760864,589.043762,165.537109,547.417603,137.148987,0.751953,22.568368
6,0.199913,24,16,181.591141,71.222084,281.846619,128.976425,231.718880,100.099255,5.868825,88.070517
7,0.233232,24,1,926.517944,165.154541,1013.980164,214.939560,970.249054,190.047050,1.708917,51.289712
7,0.233232,24,2,974.094604,99.444771,1065.713623,153.654251,1019.904114,126.549511,1.592863,47.806610
7,0.233232,24,3,899.289001,228.673599,1001.937012,274.605194,950.613007,251.639397,0.965274,28.970769
7,0.233232,24,4,336.938507,195.578995,400.914368,241.761337,368.926437,218.670166,1.991289,59.764550
7,0.233232,24,5,689.556396,167.987686,756.057495,236.615753,722.806946,202.301720,1.133773,34.027926
7,0.233232,24,6,538.318298,19.694241,582.103333,84.554108,560.210815,52.124174,3.757808,112.783078
7,0.233232,24,7,1028.628540,210.315933,1136.853394,257.968079,1082.740967,234.142006,1.805982,54.202941
7,0.233232,24,8,275.354156,8.584823,345.241516,73.208145,310.297836,40.896484,0.582184,17.473077
7,0.233232,24,9,253.687393,241.288788,329.335632,290.525116,291.511513,265.906952,1.837594,55.151707
7,0.233232,24,10,754.832581,134.111221,820.090393,194.862732,787.461487,164.486977,4.313874,129.472290
7,0.233232,24,11,231.565506,180.278397,326.522949,230.902893,279.044228,205.590645,2.788741,83.698497
7,0.233232,24,12,268.647186,105.775887,349.517029,163.048370,309.082108,134.412128,2.565704,77.004467
7,0.233232,24,13,160.050003,26.681702,257.866455,84.500893,208.958229,55.591297,2.935104,88.091274
7,0.233232,24,14,1014.966614,166.113983,1122.025879,221.987778,1068.496246,194.050880,1.546373,46.411296
7,0.233232,24,15,380.776550,245.447083,439.683624,284.297211,410.230087,264.872147,1.219303,36.594931
7,0.233232,24,17,1101.142578,41.252113,1181.428223,85.440239,1141.285400,63.346176,2.750572,82.552920
7,0.233232,24,20,395.773254,128.131195,456.520874,180.612350,426.147064,154.371773,1.559732,46.812224
7,0.233232,24,21,0.000000,239.417618,125.403214,285.642487,62.701607,262.530052,1.569432,47.103369
7,0.233232,24,22,508.504791,253.743332,627.927917,290.792664,568.216354,272.267998,3.944907,118.398503
7,0.233232,24,24,596.321045,137.615997,636.996765,188.207855,616.658905,162.911926,0.551019,16.537726
7,0.233232,24,25,524.446960,176.650085,639.102722,236.179932,581.774841,206.415009,1.238232,37.163046
7,0.233232,24,26,347.331238,62.625160,474.164673,129.734879,410.747955,96.180019,1.795347,53.883751
7,0.233232,24,19,506.304688,107.565361,591.944946,164.853363,549.124817,136.209362,1.948711,58.486671
7,0.233232,24,16,180.328613,71.675468,279.998535,130.035263,230.163574,100.855366,1.729358,51.903223
8,0.266551,21,1,925.701599,165.675613,1012.791260,215.241699,969.246429,190.458656,1.083824,32.528821
8,0.266551,21,2,972.779968,100.698204,1064.917969,155.299362,1018.848969,127.998783,1.792686,53.803870
8,0.266551,21,3,900.079468,229.351837,999.154297,273.999023,949.616882,251.675430,0.996776,29.916232
8,0.266551,21,4,332.509979,196.446320,398.403046,243.524704,365.456512,219.985512,3.710864,111.374169
8,0.266551,21,5,689.029968,167.200821,755.180237,236.435135,722.105103,201.817978,0.852403,25.583157
8,0.266551,21,6,540.469604,19.559496,585.301819,84.244019,562.885712,51.901757,2.684127,80.558712
8,0.266551,21,7,1028.598022,211.709869,1135.247314,258.935120,1081.922668,235.322495,1.436372,43.109843
8,0.266551,21,8,274.330353,8.347536,344.342499,72.325089,309.336426,40.336312,1.112701,33.395480
8,0.266551,21,9,251.864609,241.497864,328.488800,290.949158,290.176704,266.223511,1.371832,41.172792
8,0.266551,21,10,750.829834,134.102005,817.204956,196.134155,784.017395,165.118080,3.501437,105.088624
8,0.266551,21,11,233.778137,178.398666,327.250977,228.741852,280.514557,203.570259,2.498765,74.995435
8,0.266551,21,12,270.338104,105.174835,352.678192,163.164932,311.508148,134.169884,2.438105,73.174844
8,0.266551,21,13,157.358414,27.055689,253.686539,84.283958,205.522476,55.669824,3.436650,103.144181
8,0.266551,21,14,1013.728333,167.297455,1119.734619,222.440033,1066.731476,194.868744,1.945075,58.377527
8,0.266551,21,15,379.474609,245.618195,438.522339,284.465118,408.998474,265.041656,1.243223,37.312866
8,0.266551,21,17,1104.786377,40.975655,1184.948608,84.978210,1144.867493,62.976933,3.601073,108.079001
8,0.266551,21,20,396.834167,126.592873,458.299988,180.264877,427.567078,153.428875,1.704551,51.158692
8,0.266551,21,21,0.000000,238.567108,124.679024,284.761200,62.339512,261.664154,0.938559,28.168960
8,0.266551,21,22,506.724060,254.001129,622.893616,290.619568,564.808838,272.310349,3.407780,102.277691
8,0.266551,21,25,524.528442,177.584000,638.364319,236.635040,581.446381,207.109520,0.768266,23.057965
8,0.266551,21,16,182.275726,73.403275,277.208618,129.587097,229.742172,101.495186,0.766126,22.993746
9,0.299870,21,1,925.697754,166.582596,1010.397461,214.726547,968.047607,190.654572,1.214725,36.457544
9,0.299870,21,2,971.675476,101.550949,1063.675171,156.142120,1017.675323,128.846535,1.447800,43.452828
9,0.299870,21,3,898.902283,228.790695,997.911682,273.916931,948.406982,251.353813,1.251917,37.573775
9,0.299870,21,4,328.584015,196.794769,396.080841,244.645309,362.332428,220.720039,3.209273,96.319917
9,0.299870,21,5,688.893433,166.279999,753.253540,234.689194,721.073486,200.484596,1.685864,50.597847
9,0.299870,21,6,542.233887,19.508938,587.652588,83.353821,564.943237,51.431379,2.110608,63.345685
9,0.299870,21,7,1028.762939,213.396957,1132.717163,259.663330,1080.740051,236.530144,1.690266,50.729962
9,0.299870,21,8,273.443024,8.508479,343.664825,71.752327,308.553925,40.130403,0.809140,24.284705
9,0.299870,21,9,251.745636,245.343506,323.509216,290.724823,287.627426,268.034164,3.126865,93.846607
9,0.299870,21,10,746.357605,135.114334,813.728943,198.125122,780.043274,166.619728,4.248363,127.506108
9,0.299870,21,11,235.295532,176.266434,328.115234,226.898788,281.705383,201.582611,2.317070,69.542214
9,0.299870,21,12,271.316284,104.569008,354.992950,163.311829,313.154617,133.940418,1.662382,49.893080
9,0.299870,21,13,154.877106,27.887363,248.462540,83.909172,201.669823,55.898268,3.859420,115.832784
9,0.299870,21,14,1012.744019,168.029831,1117.397217,222.305450,1065.070618,195.167641,1.687539,50.648119
9,0.299870,21,15,378.327209,245.970322,437.303101,284.607635,407.815155,265.288979,1.208889,36.282381
9,0.299870,21,17,1108.894165,40.294674,1189.483032,84.616203,1149.188599,62.455439,4.352461,130.630398
9,0.299870,21,20,397.040466,124.703659,459.536621,180.130859,428.288544,152.417259,1.242530,37.292040
9,0.299870,21,21,0.000000,237.837830,124.524490,284.130402,62.262245,260.984116,0.684414,20.541316
9,0.299870,21,22,502.498596,254.333405,617.877197,291.352417,560.187897,272.842911,4.651529,139.606333
9,0.299870,21,25,523.712097,177.556351,637.480774,236.487381,580.596436,207.021866,0.854453,25.644697
9,0.299870,21,16,181.961243,74.152069,275.907501,130.320999,228.934372,102.236534,1.096421,32.906877
10,0.333189,20,1,924.937317,166.892380,1008.965637,214.718903,966.951477,190.805641,1.106492,33.209135
10,0.333189,20,2,970.471313,102.007713,1062.454712,156.660309,1016.463013,129.334011,1.306649,39.216445
10,0.333189,20,3,897.886169,228.141495,996.991394,273.949280,947.438782,251.045387,1.016139,30.497389
10,0.333189,20,4,323.783722,197.973236,392.882080,246.868774,358.332901,222.421005,4.346205,130.442661
10,0.333189,20,5,687.563110,165.767944,751.457764,234.971008,719.510437,200.369476,1.567283,47.038862
10,0.333189,20,6,542.867798,19.127752,589.626099,83.451042,566.246948,51.289397,1.311420,39.359634
10,0.333189,20,7,1027.913818,214.622192,1131.220215,260.968964,1079.567017,237.795578,1.725495,51.787292
10,0.333189,20,8,271.938354,8.396248,343.221436,71.634209,307.579895,40.015228,0.980815,29.437211
10,0.333189,20,9,248.927002,247.043121,321.802673,292.414368,285.364838,269.728745,2.826819,84.841333
10,0.333189,20,10,743.182983,135.686523,811.451843,199.592697,777.317413,167.639610,2.910408,87.350080
10,0.333189,20,11,237.441650,174.753555,328.281677,225.016754,282.861664,199.885155,2.053860,61.642514
10,0.333189,20,12,272.377686,103.789742,357.074982,163.199265,314.726334,133.494503,1.633748,49.033679
10,0.333189,20,13,153.717834,29.114325,245.260315,84.120262,199.489075,56.617293,2.296227,68.916669
10,0.333189,20,14,1011.854797,168.913666,1115.429932,222.539337,1063.642365,195.726501,1.533699,46.030907
10,0.333189,20,15,377.756622,246.382843,436.688385,284.763397,407.222504,265.573120,0.657246,19.725919
10,0.333189,20,20,398.747986,123.645744,460.842621,179.706192,429.795303,151.675968,1.679237,50.398941
10,0.333189,20,21,0.000000,237.285172,123.666367,283.059631,61.833183,260.172401,0.918136,27.556020
10,0.333189,20,22,494.076569,254.240601,612.826599,293.071228,553.451584,273.655914,6.785196,203.644090
10,0.333189,20,25,522.611694,177.231216,637.450256,236.609818,580.030975,206.920517,0.574471,17.241596
10,0.333189,20,16,181.585815,73.900444,275.039856,130.273804,228.312836,102.087124,0.639242,19.185580
11,0.366508,20,1,923.805115,167.192337,1007.353271,214.898346,965.579193,191.045341,1.393061,41.809945
11,0.366508,20,2,969.931030,103.037445,1060.584229,156.897385,1015.257629,129.967415,1.361671,40.867846
11,0.366508,20,3,897.147583,228.127182,995.202087,274.165314,946.174835,251.146248,1.267964,38.055415
11,0.366508,20,4,319.199738,198.399872,388.143127,247.061584,353.671432,222.730728,4.671747,140.213133
11,0.366508,20,5,688.421814,166.250992,746.285217,229.799835,717.353516,198.025414,3.185426,95.604198
11,0.366508,20,6,543.607300,18.917799,592.294861,84.854118,567.951080,51.885959,1.805534,54.189481
11,0.366508,20,7,1026.699463,215.401367,1129.866577,262.137299,1078.283020,238.769333,1.611473,48.365144
11,0.366508,20,8,270.100067,7.532895,343.839752,72.050980,306.969910,39.791937,0.649570,19.495539
11,0.366508,20,9,244.907867,248.533798,319.099579,294.310577,282.003723,271.422188,3.763621,112.957549
11,0.366508,20,10,740.942505,136.467194,808.988953,200.124283,774.965729,168.295738,2.441500,73.276751
11,0.366508,20,12,273.451233,102.911720,358.302704,162.413177,315.876968,132.662449,1.419956,42.617133
11,0.366508,20,13,152.137283,29.860273,244.298721,85.496078,198.218002,57.678176,1.655626,49.690298
11,0.366508,20,14,1011.763123,169.941696,1113.854980,222.759949,1062.809052,196.350822,1.041243,31.250830
11,0.366508,20,15,377.322449,247.053986,434.907562,284.134094,406.115005,265.594040,1.107696,33.245272
11,0.366508,20,20,400.389313,122.227364,462.903320,179.880753,431.646317,151.054058,1.952696,58.606267
11,0.366508,20,21,0.000000,236.097168,123.582474,282.096191,61.791237,259.096680,1.076539,32.310173
11,0.366508,20,22,483.523926,254.791321,609.962341,296.872620,546.743134,275.831970,7.052555,211.668318
11,0.366508,20,25,521.138367,176.902771,636.810852,236.538315,578.974609,206.720543,1.075127,32.267795
11,0.366508,20,16,181.482361,75.068176,274.318115,131.336121,227.900238,103.202148,1.188914,35.682877
11,0.366508,20,26,354.278290,60.239059,483.767120,128.913193,419.022705,94.576126,8.428758,63.243077
12,0.399827,22,1,923.379333,167.452484,1005.881653,214.748917,964.630493,191.100700,0.950314,28.521766
12,0.399827,22,2,968.628174,104.079903,1059.313721,158.133377,1013.970947,131.106640,1.718541,51.578583
12,0.399827,22,3,895.824951,228.234039,992.752747,274.493195,944.288849,251.363617,1.898471,56.978823
12,0.399827,22,4,318.600525,198.950623,382.396667,243.710312,350.498596,221.330467,3.468086,104.087667
12,0.399827,22,5,685.295349,165.870590,744.810913,232.719101,715.053131,199.294846,2.627399,78.856133
12,0.399827,22,6,544.752686,18.618023,593.759949,84.161339,569.256317,51.389681,1.396401,41.910173
12,0.399827,22,7,1025.060913,215.675705,1128.775269,263.308228,1076.918091,239.491966,1.544419,46.352654
12,0.399827,22,8,267.976959,6.848475,343.618683,71.960449,305.797821,39.404462,1.234475,37.050299
12,0.399827,22,9,240.157730,249.603455,314.825287,295.418610,277.491508,272.511032,4.641731,139.312261
12,0.399827,22,10,740.102173,136.860321,807.222656,199.565536,773.662415,168.212929,1.305942,39.195247
12,0.399827,22,12,274.000854,102.370407,359.685577,162.699799,316.843216,132.535103,0.974603,29.250765
12,0.399827,22,13,151.569519,30.616875,243.955933,86.575409,197.762726,58.596142,1.024665,30.753266
12,0.399827,22,14,1010.572876,170.159988,1112.280151,222.891449,1061.426514,196.525719,1.393556,41.824810
12,0.399827,22,15,377.218719,247.411438,433.727814,283.138123,405.473267,265.274780,0.716767,21.512340
